Script started on Monday 20 October 2014 05:14:49 PM CDT
root@naveen-Inspiron-1525: /home/naveenroot@naveen-Inspiron-1525:/home/naveen# 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 39
Server version: 5.5.34-0ubuntu0.13.04.1 (Ubuntu)

Copyright (c) 2000, 2013, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> 
mysql> show tables;
ERROR 1046 (3D000): No database selected
mysql> use soccerLeague2014;
+--------------------+
| Database           |
+--------------------+
| information_schema |
| mysql              |
| naveen             |
| performance_schema |
| soccerLeague2014   |
| test               |
+--------------------+
6 rows in set (0.00 sec)

mysql> use soccerLeague2014;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> show tables;
+----------------------------+
| Tables_in_soccerLeague2014 |
+----------------------------+
| Club                       |
| Fixtures                   |
| Fouls                      |
| Goals                      |
| LeaguePlayer               |
| LineUp                     |
| Manager                    |
| PastMatches                |
| PlayerMatchStats           |
| Referee                    |
| Seasons                    |
| Squad                      |
| SquadManager               |
| SquadPlayers               |
| Standings                  |
| Substitute                 |
| TeamMatchStats             |
+----------------------------+
17 rows in set (0.00 sec)

mysql> select * from Club;
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
| ClubId | ClubName            | Founded    | ClubOwner        | Chairman         | Nickname         | Mascot   | CurrentAwayColor | CurrentHomeColor | Stadium                               |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
|      1 | Atletico de Kolkata | 2014-08-08 | Sourav Ganguly   | Sanjiv Goenka    | Sanjiv Goenka    | Lion     | Black            | Red              | Salt Lake Stadium                     |
|      2 | Chennaiyin          | 2014-08-03 | MS Dhoni         | A Bachchan       | A Bachchan       | Monster  | White            | Yellow           | Jawaharlal Nehru Stadium (Chennai)    |
|      3 | Delhi Dynamos       | 2014-07-31 | S.N. Sharma      | S.N. Sharma      | S.N. Sharma      | Plane    | Blue             | Green            | Jawaharlal Nehru Stadium (Delhi)      |
|      4 | Goa                 | 2014-08-04 | Virat Kohli      | Venugopal Dhoot  | Venugopal Dhoot  | Bull     | Green            | Brown            | Fatorda Stadium                       |
|      5 | Kerala Blasters     | 2014-08-15 | Sachin Tendulkar | Prasad V Potluri | Prasad V Potluri | Elephant | Red              | Black            | Jawaharlal Nehru Stadium (Kochi)      |
|      6 | Mumbai City         | 2014-08-01 | Ranbir Kapoor    | Bimal Parekh     | Bimal Parekh     | Train    | Brown            | White            | DY Patil Stadium                      |
|      7 | NorthEast United    | 2014-05-07 | John Abraham     | Shillong Lajong  | Shillong Lajong  | Stars    | Purpule          | Purpule          | Indira Gandhi Athletic Stadium        |
|      8 | Pune City           | 2014-08-21 | Hrithik Roshan   | Gaurav Modwel    | Gaurav Modwel    | Horse    | Yellow           | Blue             | Shree Shiv Chhatrapati Sports Complex |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
8 rows in set (0.00 sec)

mysql> select * from Club;[1P;[1P;[1P;[1P;L;e;a;g;u;e;P;l;a;y;e;r;
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
| PlayerID | FirstName   | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
|     249 |       12 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     249 |       13 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       20 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     249 |       21 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     249 |       28 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       29 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     249 |       36 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       37 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     249 |       44 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       45 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       52 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     249 |       53 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       60 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       61 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     249 |       68 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     249 |       69 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       76 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     249 |       77 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     249 |       84 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     249 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |        5 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |        6 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       13 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       14 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       21 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       22 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       30 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       37 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       38 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       45 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       46 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       53 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       54 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       62 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       69 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       70 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       77 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     250 |       78 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     250 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     250 |       86 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     251 |        5 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |        7 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       13 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       15 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       21 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       23 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       29 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       31 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       37 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       39 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       45 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       47 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     251 |       53 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       55 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       63 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       69 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     251 |       71 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     251 |       77 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     251 |       79 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     251 |       85 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     251 |       87 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     252 |        5 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |        8 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       13 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       16 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       21 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       24 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       29 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       32 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       37 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       40 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       45 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     252 |       48 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       53 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     252 |       56 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     252 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       64 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     252 |       69 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       72 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       77 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     252 |       80 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     252 |       88 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |        1 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |        5 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |        9 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     253 |       13 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |       17 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       21 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     253 |       25 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       33 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       37 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       41 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       45 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       49 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     253 |       53 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       57 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |       65 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     253 |       69 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       73 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       77 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     253 |       81 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     253 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |        2 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |        5 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |       10 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       13 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       18 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       21 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       26 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |       34 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       37 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       42 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       45 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       50 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       53 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       58 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       61 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       66 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |       69 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     254 |       74 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     254 |       77 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |       82 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     254 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |        3 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     255 |        5 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     255 |       11 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       13 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       19 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       21 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     255 |       27 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       35 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       37 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       43 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       45 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     255 |       51 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       53 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       59 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     255 |       61 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       67 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       69 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       75 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     255 |       77 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       83 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     255 |       85 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |        4 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |        5 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       12 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       13 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       20 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       21 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       28 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       29 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       36 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       37 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       44 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       45 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       52 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       53 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       60 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       61 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       68 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       69 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     256 |       76 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       77 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     256 |       84 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     256 |       85 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |        5 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |        6 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       13 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       14 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       21 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       22 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       30 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       37 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       38 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       45 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       46 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       53 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       54 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       62 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       69 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     257 |       70 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       77 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     257 |       78 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       85 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     257 |       86 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |        5 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |        7 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       13 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       15 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       21 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       23 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       29 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       31 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       37 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       39 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |       45 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |       47 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       53 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       55 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       61 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |       63 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       69 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       71 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     258 |       77 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |       79 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     258 |       85 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     258 |       87 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |        5 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |        8 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       13 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       16 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       21 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       24 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       29 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       32 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       37 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       40 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       45 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       48 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       53 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       56 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       61 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       64 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       69 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       72 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     259 |       77 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       80 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     259 |       85 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     259 |       88 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     260 |        1 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     260 |        5 |           0 |          0 |          0 |             0 |          2 |       0 |              0 |             0 |           0 |        0 |
|     260 |        9 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
|     260 |       13 |           0 |          0 |          0 |             0 |          1 |       0 |              0 |             0 |           0 |        0 |
|     260 |       17 |           0 |          0 |          0 |             0 |          0 |       0 |              0 |             0 |           0 |        0 |
